https://arxiv.org/pdf/2101.01668.pdfÿ,PDF,,
https://arxiv.org/pdf/2201.00680.pdfÿ,PDF,,
https://sands.edpsciences.org/articles/sands/pdf/2024/01/sands20230020.pdf,PDF,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8123360/pdf/sensors-21-03012.pdf,PDF,,
https://wrap.warwick.ac.uk/166572/1/WRAP-Radio-frequency-fingerprint-collaborative-intelligent-blind-identification-for-green-radios-Chen-22.pdfÿ,PDF,,
https://www.researchgate.net/journal/International-Journal-of-Information-Technologies-and-Systems-Approach-1935-5718/publication/370023933_Radio_Frequency_Fingerprint_Identification_Based_on_Metric_Learning/links/6439b991e881690c4bd53692/Radio-Frequency-Fingerprint-Identification-Based-on-Metric-Learning.pdf?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6InB1YmxpY2F0aW9uIiwicGFnZSI6InB1YmxpY2F0aW9uIn19,PDF,,
http://livrepository.liverpool.ac.uk/3168923/1/2023%20CM_RFFI.pdf,PDF,,
https://www.cisa.gov/sites/default/files/2023-02/22_0906_safecom_cyber_risks_to_lmr_first_edition_v2_508C%20%281%29.pdfÿ,PDF,,
https://en.wikipedia.org/wiki/Bluetoothÿ,HTML,2,
https://en.wikipedia.org/wiki/List_of_Bluetooth_protocolsÿ,HTML,2,
https://en.wikipedia.org/wiki/Radio_frequency ,HTML,2,
https://wiki.wireshark.org/ProtocolReferenceÿ,HTML,2,
https://www.nist.gov/itl/smallbusinesscyber/guidance-topicÿ,HTML,2,
https://www.ftc.gov/business-guidance/small-businesses/cybersecurity,HTML,2,Not available
https://niccs.cisa.gov/cybersecurity-career-resources/vocabulary/csv,CSV,,
https://www.ukcybersecuritycouncil.org.uk/glossary/,HTML,,
https://www.sans.org/security-resources/glossary-of-terms/,HTML,1,
https://www.nist.gov/itl/smallbusinesscyber/cybersecurity-basics/glossary,HTML,1,
https://www.cisa.gov/news-events/news/good-security-habits,HTML,1,
https://www.cisa.gov/news-events/news/you-connect-new-computer-internet,HTML,1,
https://www.cisa.gov/news-events/news/understanding-patches-and-software-updatesÿ,HTML,1,
https://www.cisa.gov/resources-tools/resources/cyber-essentials-toolkitsÿ,HTML,1,
https://www.cisa.gov/sites/default/files/publications/Cyber%2520Essentials%2520Toolkit%25201_FINAL_20200529_508.pdf,PDF,,
https://www.cisa.gov/sites/default/files/publications/Cyber%2520Essentials%2520Toolkit%25202%252020200701.pdf,PDF,,
https://www.cisa.gov/sites/default/files/publications/Cyber%2520Essentials%2520Toolkit%25203%252020200806_508.pdf,PDF,,
https://www.cisa.gov/sites/default/files/publications/Cyber%2520Essentials%2520Toolkit%25204%252020200818_508.pdf,PDF,,
https://www.cisa.gov/sites/default/files/publications/Cyber%2520Essentials%2520Toolkit%25205%252020201015_508.pdf,PDF,,
https://www.cisa.gov/sites/default/files/publications/Cyber%2520Essentials%2520Toolkit%25206%252020201113_508.pdf,PDF,,
https://www.cisa.gov/news-events/news/questions-every-ceo-should-ask-about-cyber-risks,HTML,1,
https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.ipd.pdf,PDF,,
https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1271.pdf,PDF,,
https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8183r1.pdf ,PDF,,
https://www.nist.gov/blogs/manufacturing-innovation-blog/cybersecurity-risk-mitigation-small-manufacturers,HTML,2,
https://www.nist.gov/system/files/documents/2022/02/17/Ransomware.pdf,PDF,,
https://www.ftc.gov/business-guidance/resources/data-breach-response-guide-businessÿ,HTML,2,
https://www.nist.gov/system/files/documents/2017/12/01/recovery-webinar.pdfÿ,PDF,,
https://www.cisa.gov/sites/default/files/2023-01/fact-sheet-implementing-phishing-resistant-mfa-508c.pdf,PDF,,
https://www.cisa.gov/sites/default/files/publications/fact-sheet-implement-number-matching-in-mfa-applications-508c.pdf,PDF,,
https://www.cisa.gov/MFA,HTML,2,
https://www.cisa.gov/news-events/news/choosing-and-protecting-passwords,HTML,2,
https://www.cisa.gov/secure-our-world/require-strong-passwords ,HTML,2,
https://www.nist.gov/system/files/documents/2022/02/17/Ransomware.pdf,PDF,,
https://www.cisa.gov/news-events/news/securing-network-infrastructure-devices,HTML,2,
ÿhttps://www.cisa.gov/news-events/news/understanding-firewalls-home-and-small-office-useÿ,HTML,2,
https://www.ftc.gov/system/files/attachments/secure-remote-access/cybersecurity_sb_secureremoteaccess.pdf,PDF,,
https://www.cisa.gov/news-events/news/securing-wireless-networks,HTML,2,
https://www.cisa.gov/news-events/news/understanding-bluetooth-technologyÿÿ,HTML,2,
https://www.cisa.gov/news-events/news/understanding-digital-signatures,HTML,2,
https://www.cisa.gov/sites/default/files/publications/22_0106_WhitePaper_InteropComms-r1_508c.pdfÿ,PDF,,
https://www.cisa.gov/sites/default/files/publications/20160830%2520Considerations%2520for%2520Encryption_Final%2520Draft508_0.pdfÿ,PDF,,
https://www.cisa.gov/sites/default/files/publications/20160830%2520Fact%2520Sheet%2520Considerations_Final%2520Draft508_0.pdfÿ,PDF,,
https://www.cisa.gov/sites/default/files/publications/Encryption%2520Key%2520Management%2520Fact%2520Sheet_FINAL_05-12-20_508.pdf ,PDF,,
